supermarket,prices_(£),prices_unit_(£),unit,names,date,category,own_brand,year,month,day,dayofweek
Aldi,0.89,5.9,kg,Snackrite Multipack Salt & Vinegar Potato Crisps 6x25g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.89,5.9,kg,Snackrite Multipack Cheese & Onion Flavour Crisps 6x25g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.49,9.9,kg,Harvest Morn Yoghurt Coated Rice Cakes 150g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.49,9.9,kg,Harvest Morn Chocolate Coated Rice Cakes 150g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.75,3.0,kg,"Worldwide Foods Special Wholegrain, Wild & Red Rice 250",1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.75,3.0,kg,"Worldwide Foods Special Quinoa, Pumpkin & Sunflower See",1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.29,2.58,kg,Highland Kitchen Red Split Lentils 500g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.19,3.0,kg,Specially Selected Tomato & Chorizo Soup 400g,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,2.09,6.2,kg,Bramwells Corned Beef 340g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.75,1.5,kg,Cucina Spirali Pasta 500g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.55,1.4,kg,Belmont Digestive Biscuits 400g,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,0.43,0.43,unit,Bramwells Short Cut Spaghetti 400g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.45,1.8,kg,Worldwide Foods Classic Basmati Rice 250g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.45,1.8,kg,Worldwide Classic Long Grain Rice 250g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.45,1.8,kg,Worldwide Foods Classic Pilau Rice 250g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.45,1.8,kg,Worldwide Classic Egg Fried Rice 250g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.45,1.8,kg,Worldwide Foods Classic Wholegrain Rice 250g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.09,2.2,kg,The Pantry Demerara Sugar 500g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.79,9.0,kg,The Fishmonger Mackerel Fillets In Sunflower Oil 125g (,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.79,9.0,kg,The Fishmonger Mackerel In Sunflower Oil 125g (85g Drai,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.62,1.6,kg,Bramwells Oxtail Soup 400g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.65,12.5,kg,"Ready, Set…Cook! Dried Garlic Granules 52g",1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.89,2.2,kg,Duncan's Spicy Tomato Soup 400g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.89,2.2,kg,Duncan's Spicy Parsnip Soup 400g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.99,2.0,kg,Kavanagh's Organic Porridge Oats 1kg,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.95,4.8,kg,Snackrite Tangy Cheese Tortilla Chips 200g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.95,4.8,kg,Snackrite Salted Tortilla Chips 200g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.95,4.8,kg,Snackrite Cool Tortilla Chips 200g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.95,4.8,kg,Snackrite Chilli Tortilla Chips 200g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.28,0.7,kg,Everyday Essentials Baked Beans In Tomato Sauce 420g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.42,1.0,kg,Bramwells Baked Beans In Rich Tomato Sauce 420g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.19,0.5,kg,Everyday Essentials Spaghetti Loops In Tomato Sauce 410,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.89,1.8,kg,The Pantry Icing Sugar 500g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.29,1.29,kg,Cucina Fusilli Pasta 1kg,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.59,4.5,l,Bramwells New York Steakhouse BBQ Sauce 350ml,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.59,4.5,l,Bramwells Skeeter's Original BBQ Sauce 350ml,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.49,3.3,kg,Belmont Raspberry Jam & Vanilla Cream Biscuits 150g,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,0.95,1.9,l,Bramwells Squeezy Real Mayonnaise 500ml,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.99,4.0,kg,Four Seasons Fruit Cocktail In Syrup 410g (250g Drained,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.09,6.4,kg,Specially Selected Luxury Beetroot & Seed Savoury Crack,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,6.09,6.1,l,Solesta Olive Oil 1l,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,6.09,6.1,l,Solesta Light Olive Oil 1l,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.09,5.5,kg,Dairyfine Milk Chocolate 200g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.09,5.5,kg,Dairyfine Dark Chocolate 200g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.39,15.6,kg,The Foodie Market Chocolate Fruit & Nut Mix 25g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.39,15.6,kg,The Foodie Market Sticky Toffee Mix 25g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.39,15.6,kg,The Foodie Market Apricot & Almond Mix 25g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.39,15.6,kg,The Foodie Market Cashew & Cranberry Mix 25g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.25,9.1,kg,Starburst Vegan Chewy Sweets Fruit Flavoured Pouch Bag,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.69,3.4,l,The Deli Balsamic Vinegar Of Modena 500ml,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.59,5.1,kg,Specially Selected Sweet Beetroot & Red Onion Chutney 3,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,6.29,6.3,l,Solesta Extra Virgin Olive Oil 1l,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.25,2.5,kg,Harvest Morn Choco Pillows 500g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.19,9.8,kg,Dairyfine Crispy Choc Um's 121g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.99,2.0,kg,Harvest Morn Frosted Flakes 500g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.75,10.7,kg,Harvest Morn Banoffee Flavour Protein Oats 70g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.75,10.7,kg,Harvest Morn Caramelised Biscuit Flavour Protein Oats 7,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.99,13.3,kg,Brochan Protein Flapjacks 3x50g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.95,1.9,l,Bramwells Lighter Than Light Mayonnaise 500 Ml,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.99,2.0,l,Bramwells Lighter Than Light Mayonnaise 500ml,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.99,13.3,kg,Brochan Salted Caramel Flavour Protein Flapjacks 3x50g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.39,5.5,kg,Harvest Morn Honey & Yogurt Breakfast Biscuits 253g/5 P,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.39,5.5,kg,Harvest Morn Strawberry & Yogurt Breakfast Biscuits 253,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.15,5.2,kg,Dairyfine Roar Bars 221g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.95,4.2,kg,Harvest Morn Milk & Cereal Breakfast Biscuits 225g/6 Pa,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.95,4.2,kg,Harvest Morn Cocoa Breakfast Biscuits 225g/6 Pack,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.49,3.3,kg,Harvest Morn Protein Chocolate Flavour Bites 450g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,2.39,6.0,kg,Harvest Morn Protein Granola - Chocolate 400g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,2.39,6.0,kg,Harvest Morn Protein Granola - Berry 400g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.39,2.8,kg,Specially Selected Bucatini Pasta Di Gragnano P.G.I. 50,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,1.39,2.8,kg,Specially Selected Rigatoni Pasta Di Gragnano P.G.I. 50,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,1.09,10.9,kg,The Foodie Market Dino Gems Fruit Sweets 5x20g/5 Pack,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.09,10.9,kg,The Foodie Market Dino Tails Fruit Sweets 5x20g/5 Pack,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.99,31.1,kg,Wrigley's Extra 46 Spearmint 64g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.99,31.1,kg,Wrigley's Extra 46 Peppermint 64g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.99,2.5,kg,Four Seasons Petit Pois And Baby Carrots In Water 400g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.19,1.7,kg,The Deli Pickled Sliced Beetroot 710g (460g Drained),1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.75,1.9,kg,Specially Selected Pomodorini Cherry Tomatoes 400g,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,0.87,1.6,kg,Bramwells Tomato Ketchup 550g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.87,1.6,kg,Bramwells Tomato Ketchup 520g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.99,2.0,l,Bramwells Light Mayonnaise 500ml,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.75,3.6,kg,The Deli Sliced Jalapenos 210g (110 Drained),1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.49,12.4,kg,Harvest Morn Cocoa & Vanilla Flavour Oat Bites 4x30g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.49,12.4,kg,Harvest Morn Sticky Toffee Flavour Oat Bites 4x30g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.79,4.8,kg,Harvest Morn Chocolate Flavoured Crispy Cereal Balls 37,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.79,4.8,kg,Harvest Morn Chocolate Crispy Wheat Chips 375g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.75,3.8,kg,Belmont Cream Crunchies 200g,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,1.85,12.33,kg,Snackrite Almonds & Cashews With Smoky BBQ Seasoning 15,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.85,12.33,kg,Snackrite Almonds & Cashews With Salt & Pepper Seasonin,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.85,12.33,kg,Snackrite Almonds & Cashews With Mighty Yeast Extract S,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.65,3.3,kg,Belmont Coconut Rings 200g,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,1.29,17.2,kg,Specially Selected Cheddar Cheese Bites 75g,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,1.29,17.2,kg,Specially Selected Goat's Cheese & Black Pepper Bites 7,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,1.29,17.2,kg,Specially Selected Parmesan & Garlic Cheese Bites 75g,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,1.49,9.9,kg,Savour Bakes Italian Crackers 150g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.25,4.5,kg,Bramwells Honey Chipotle BBQ Sauce 280g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.29,4.0,kg,Bramwells Habanero Relish 310g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,2.7,3.6,kg,Dolmio Bolognese Original Pasta Sauce 750g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,3.99,3.99,kg,The Foodie Market Smooth Peanut Butter 1kg,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,3.99,3.99,kg,The Foodie Market Crunchy Peanut Butter 1kg,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.89,5.4,kg,The Deli Black Pitted Olives 330g (165g Drained),1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.89,5.4,kg,The Deli Green Pitted Olives 340g (165g Drained),1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.25,9.5,kg,Skittles Giants Vegan Chewy Sweets Fruit Flavoured Pouc,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.25,9.2,kg,Skittles Vegan Chewy Sweets Fruit Flavoured Pouch Bag 1,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.39,2.8,kg,Specially Selected Egg Tagliatelle Pasta 500g,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,1.85,1.9,kg,Worldwide Foods Basmati Rice 1kg,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.99,1.3,kg,Harvest Morn Bran Flakes 750g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.69,14.1,kg,Knoppers Coconut (120g) 3 X 40g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.19,3.1,kg,Specially Selected Butternut Squash & Prosciutto Soup 4,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,1.19,3.0,kg,Specially Selected Cream Of Roast Chicken & Tarragon So,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,1.09,5.5,kg,Dairyfine Wholenut Milk Chocolate 200g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.09,5.5,kg,Dairyfine Fruit & Nut Milk Chocolate 200g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.89,2.4,kg,Harvest Morn Craze Milk Chocolate Cereal 375g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.39,8.7,kg,Dairyfine Curious Inventions Milk Chocolate 160g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.39,8.7,kg,Dairyfine Curious Inventions White Chocolate 160g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.09,10.9,kg,Choceur White Almond Chocolate 100g,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,1.09,10.9,kg,Choceur Milk Almond Chocolate 100g,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,1.09,10.9,kg,Choceur Dark Almond Chocolate 100g,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,1.09,0.44,kg,Cucina Mushroom Filled Tortelloni 250g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.89,12.6,kg,Specially Selected Moroccan Inspired Mixed Nuts 150g,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,2.49,10.0,l,Specially Selected Chilli Infused Olive Oil 250ml,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,2.49,10.0,l,Specially Selected Basil Infused Olive Oil 250ml,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,2.49,10.0,l,Specially Selected Garlic Infused Olive Oil 250ml,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,0.89,2.4,kg,Harvest Morn Choco Rice Cereal 375g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.49,2.5,kg,Belmont Nice Biscuits 200g,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,1.49,7.8,kg,Specially Selected Tomato & Mascarpone Stir Through Sau,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,1.49,7.8,kg,Specially Selected Tomato & Olive Stir Through Sauce 19,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,1.59,4.0,kg,Dairyfine Duo Chocolate Flavoured Spread 400g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.85,4.7,kg,Dairyfine Milk Chocolate Raisins 180g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.85,4.7,kg,Dairyfine Chocolate Coated Peanuts 180g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.69,11.3,kg,The Foodie Market Strawberry & Banana Dino Fruit Bars 5,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.69,11.3,kg,The Foodie Market Mango & Banana Dino Fruit Bars 5x30g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.89,1.6,kg,Bramwells Tomato Ketchup 560g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.89,1.7,kg,Bramwells Reduced Sugar & Salt Tomato Ketchup 530g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.39,15.6,kg,Snackrite Salt & Vinegar Roasted Peanuts 25g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.39,15.6,kg,Snackrite Fully Loaded Buffalo Wings Roasted Peanuts 25,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.39,15.6,kg,Snackrite Fully Loaded Jalapeño Roasted Peanuts 25g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.09,5.9,kg,Specially Selected Luxury Chilli Savoury Crackers 185g,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,1.09,6.4,kg,Specially Selected Luxury Sesame & Garlic Crackers 170g,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,0.95,2.1,kg,Inspired Cuisine Mashed Potato 450g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.59,1.4,kg,Dessert Menu Evaporated Milk 410g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.39,36.8,kg,Extra Cool Breeze Sugarfree Chewing Gum Multipack 3 X 1,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.39,36.8,kg,Extra Spearmint Sugarfree Chewing Gum Multipack 3 X 12.,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.39,36.8,kg,Airwaves Menthol & Eucalyptus Sugarfree Chewing Gum Mul,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.55,15.7,kg,Bramwells Chinese Marinade 35g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.55,15.7,kg,Bramwells Barbecue Marinade 35g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.15,7.7,kg,Specially Selected Hand Cooked Black Pepper & Sea Salt,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,1.25,4.5,kg,Foodie Market Smooth Peanut Butter 280g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.59,6.4,kg,Bramwells Peri-peri Sauce & Marinade Lemon & Herb 250g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.95,12.7,kg,Dominion Sugar Free Soft Foam Sweets 75g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.15,7.7,kg,Specially Selected Crinkle Cut Lightly Salted Potato Cr,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,0.55,5.4,kg,Everyday Essentials Tuna Chunks In Brine 145g (102g Dra,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.85,5.3,kg,Specially Selected Colossal Greek Olives 345g (180g Dra,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,1.49,3.0,kg,Harvest Morn Chocolate Crisp Cereal 500g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.15,7.7,kg,Specially Selected Mature Cheddar & Red Onion Hand Cook,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,1.49,4.4,kg,Specially Selected Strawberry Preserve 340g,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,1.49,4.4,kg,Specially Selected Raspberry Preserve 340g,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,1.99,10.0,kg,Brochan Apple & Cinnamon Porridge Oat Bars 4x50g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.49,7.5,kg,Brochan Original Porridge Pot 65g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.9,0.9,kg,Everyday Essentials Porridge Oats 1kg,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.99,9.0,kg,The Fishmonger Tuna Steaks In Spring Water 110g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.49,7.5,kg,Brochan Apple & Blueberry Flavour Porridge Pot 65g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.49,7.5,kg,"Brochan Strawberry, Raspberry & Cranberry Flavour Porri",1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.79,4.0,kg,Dominion Mint Humbugs Boiled Sweets 200g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.89,2.2,kg,Duncan's Pea & Ham Soup 400g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.59,5.1,kg,Specially Selected Caramelised Red Onion Sweet Chutney,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,0.89,2.2,kg,Duncan's Chicken Broth 400g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.89,2.2,kg,Duncan's Chicken & Leek Soup 400g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.69,14.1,kg,Knoppers Nut Bar (120g) 3x40g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,2.7,3.6,kg,Dolmio Bolognese Onion And Garlic Pasta Sauce 750g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.49,7.8,kg,Specially Selected Tomato & Mascarpone Stir Through Pas,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,1.25,13.3,kg,Skittles Squishy Cloudz Chewy Sweets Fruit Flavoured Sw,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,2.25,35.2,kg,Extra White Bubblemint Sugarfree Chewing Gum Bottle 64g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.39,36.8,kg,Extra Strawberry Flavour Sugarfree Chewing Gum Multipac,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.19,8.9,kg,Dairyfine Chocolate Choc Um's 133g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.99,9.9,kg,Dairyfine Bubbly Caramel Chocolate 100g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.49,14.9,kg,Moser Roth Organic Blonde Chocolate 100g,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,1.19,8.5,kg,Dairyfine Peanut Choc Um's 140g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.25,9.3,kg,Werther's Original Butter Candies 135g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.25,15.6,kg,Werther's Original Sugar Free Butter Candies 80g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,0.7,0.5,kg,Everyday Essentials Plain Flour 1.5kg,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.69,6.6,kg,Specially Selected French Salad Dressing 255g,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,1.69,6.6,kg,Specially Selected Balsamic Salad Dressing 255g,1970-01-01 00:00:00.020240413,food_cupboard,True,1970,1,1,3
Aldi,1.99,9.95,kg,The Foodie Market Roasted Pistachios 200g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
Aldi,1.99,9.95,kg,Snackrite Roasted & Salted Pistachios 200g,1970-01-01 00:00:00.020240413,food_cupboard,False,1970,1,1,3
